PROYECTO,TIPO DE PRODUCTO,SUBPRODUCTO,Column,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,COLABORACION,DESCRIPCION,COLABORAC?N INTERNA,ALIADOS  SENECA,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,OTRAS INSTITUCIONES,TIPO DE RELACION,PROYECTO2,TIPO DE COMPROMISO,N£mero de autores,N£mero de autores S‚neca,N£mero de grupos involucrados,N£mero de grupos S‚neca involucrados,N£mero de InstitucIONes,N£mero de InstitucIONes S‚neca,DESCRIPCION PRODUCTO,ENLACE,Caso SSOFI,EstudIantes,Informe de reporte,titulo,Validado Colciencias,Autor 1,Inst Autor 1,Grupo Autor 1,Autor 2,Inst Autor 2,Grupo Autor 2,Autor 3,Inst Autor 3,Grupo Autor 3,Autor 4,Inst Autor 4,Grupo Autor 4,Autor 5,Inst Autor 5,Grupo Autor 5,Autor 6,Inst Autor 6,Grupo Autor 6,Autor 7,Inst Autor 7,Grupo Autor 7,Autor 8,Inst Autor 8,Grupo Autor 8,Autor 9,Inst Autor 9,Grupo Autor 9,Autor 10,Inst Autor 10,Grupo Autor 10,Autor 11,Inst Autor 11,Grupo Autor 11,Autor 12,Inst Autor 12,Grupo Autor 12,Autor 13,Inst Autor 13,Grupo Autor 13,Autor 14,Inst Autor 14,Grupo Autor 14,PublicacION,Factor impacto
PROY10,APROPIACION,PONENCIA,PONENCIA,EVENTO CIONTIFICO,CARTILLA,"CURSO DE CAPACITACION, SEMINARIO O TALLER",SOCIALIZACION DE RESULTADOS A ACTORES DEL SECTOR,ARTICULACION DE REDES DE CONOCIMIONTO,CIRCULACION DE CONOCIMIONTO ESPECIALIZADO - BOLETINES,,,,,,,,,,,NINGUNA,,PROYECTO,UNIVERSIDAD DE ANTIOQUIA,,,,,,,,,,,,,NINGUNA,,OBLIGATORIO,4,1,1,1,1,1,I CONGRESO INTERNACIONAL DE GESTION INTEGRAL FRENTE AL CAMBIO CLIMATICO,HTTPS://DRIVE.GOOGLE.COM/FILE/D/1TCXTDO6QY58R07CGOK8RQGFYKMTKNJVD/VIEW?USP=SHARING,,,5,"EFECTO DE LA ADICION DE CO2 SOBRE LA UNIFORMIDAD DEL R‚GIMEN DE
COMBUSTION SIN LLAMA PARA EVALUAR SU POTENCIAL DE REDUCCION DE GEI
EN PROCESOS ALTAMENTE CONTAMINANTES
C. MEJIA",,MEJIA BOTERO CRISTION CAMILO,UNIVERSIDAD DE ANTIOQUIA,GASURE,ALEX M. GARCIA VERGARA,UNIVERSIDAD DE ANTIOQUIA,GASURE,JUAN DAVID GIRALDO QUINTERO,UNIVERSIDAD DE ANTIOQUIA,GASURE,ANDRES AMELL ARRIETA,UNIVERSIDAD DE ANTIOQUIA,GASURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I CONGRESO INTERNACIONAL DE GESTION INTEGRAL FRENTE AL CAMBIO CLIMATICO,
PROY10,NUEVO_CONOCIMIONTO,ARTICULO A1,ARTICULO A1,ARTICULO A2,ARTICULO B,ARTICULO C,CAPITULO DE LIBRO A,CAPITULO DE LIBRO A1,CAPITULO DE LIBRO B,LIBRO A,LIBRO A1,LIBRO B,SOLICITUD PATENTE DE INVENCION Y-O MODELO DE UTITLIDAD,PATENTE DE INVENCION,PATENTE DE MODELO DE UTILIDAD,ARTICULO SIN CLASIFICAR,CAPITULO SIN CLASIFICAR,,,NINGUNA,,PROYECTO,UNIVERSIDAD DE ANTIOQUIA,,,,,,,,,,,,,NINGUNA,,OBLIGATORIO,3,2,1,1,1,1,HTTPS://DOI.ORG/10.1016/J.IJHYDENE.2020.09.236,HTTPS://DRIVE.GOOGLE.COM/FILE/D/1CVLSESZQAQQFAJWBJSZ0GHH2HM5TYKW4/VIEW?USP=SHARING,,,5,"EMISSIONS AND DYNAMIC STABILITY OF THE FLAMELESS
COMBUSTION REGIME USING HYDROGEN BLENDS WITH
NATURAL GAS",,FABION E. CANO ARDILA,UNIVERSIDAD DE ANTIOQUIA,GASURE,OBANDO ARBELAEZ JULION ESTEBAN,UNIVERSIDAD DE ANTIOQUIA,GASURE,ANDRES AMELL ARRIETA,UNIVERSIDAD DE ANTIOQUIA,GASURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,4.94
PROY6,FORMACION_RH,VINCULACION DE ESTUDIONTE DE MAESTRIA,NINGUNA,,PROYECTO,UNIVERSIDAD DE ANTIOQUIA,,,,,,,,,,,,,NINGUNA,NINGUNA,,PROYECTO,UNIVERSIDAD DE ANTIOQUIA,,,,,,,,,,,,,,,,,,,,,,GABRIEL AGUDELO ECHAVARRIA,,,EN CURSO,5,MAESTRIAEN INGENIERIA AMBIENTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROY15,FORMACION_RH,VINCULACION DE ESTUDIONTE DE MAESTRIA,NINGUNA,,PROYECTO,UNIVERSIDAD DE ANTIOQUIA,,,,,,,,,,,,,,NINGUNA,,PROYECTO,UNIVERSIDAD DE ANTIOQUIA,,,,,,,,,,,,,,,,,,,,,,VERONICA ISABEL CASTRO SANCHEZ,,,EN CURSO,5,MAESTRIAEN INGENIERIA AMBIENTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROY15,FORMACION_RH,VINCULACION DE ESTUDIONTE DE MAESTRIA,NINGUNA,,PROYECTO,UNIVERSIDAD DE ANTIOQUIA,,,,,,,,,,,,,,NINGUNA,,PROYECTO,UNIVERSIDAD DE ANTIOQUIA,,,,,,,,,,,,,,,,,,,,,,CAMILO ANDRES VALDERRAMA BENITEZ,,,EN CURSO,5,MAESTRIAEN INGENIERIA AMBIENTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROY15,FORMACION_RH,VINCULACION DE ESTUDIONTE DE MAESTRIA,NINGUNA,,PROYECTO,UNIVERSIDAD DE ANTIOQUIA,,,,,,,,,,,,,,NINGUNA,,PROYECTO,UNIVERSIDAD DE ANTIOQUIA,,,,,,,,,,,,,,,,,,,,,,GIOVANNI ANDRES QUINTANA PEDRAZA,,,EN CURSO,5,MAESTRIAEN INGENIERIA AMBIENTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROY15,FORMACION_RH,VINCULACION DE ESTUDIONTE DE MAESTRIA,NINGUNA,,PROYECTO,UNIVERSIDAD DE ANTIOQUIA,,,,,,,,,,,,,,NINGUNA,,PROYECTO,UNIVERSIDAD DE ANTIOQUIA,,,,,,,,,,,,,,,,,,,,,,ANA MARIA ZAPATA CORTINEZ,,,EN CURSO,5,MAESTRIAEN ECONOMIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROY3,FORMACION_RH,VINCULACION DE ESTUDIONTE DE MAESTRIA,NINGUNA,,PROYECTO,UNIVERSIDAD DE ANTIOQUIA,,,,,,,,,,,,,,NINGUNA,,PROYECTO,UNIVERSIDAD DE ANTIOQUIA,,,,,,,,,,,,,,,,,,,,,,CRISTHION PABON ROJAS,,,EN CURSO,5,MAESTRIAEN INGENIERIA MECANICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROY14,FORMACION_RH,VINCULACION DE ESTUDIONTE DE MAESTRIA,NINGUNA,,PROYECTO,UNIVALLE,,,,,,,,,,,,,,NINGUNA,,PROYECTO,UNIVERSIDAD DEL VALLE,,,,,,,,,,,,,,,,,,,,,,JAMES MAURICIO GAVIRIA CASTRO,,,EN CURSO,5,MAESTRIAEN INGENIERIA CON ‚NFASIS EN INGENIERIA ELECTRONICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROY1,FORMACION_RH,VINCULACION DE ESTUDIONTE DE MAESTRIA,NINGUNA,,PROYECTO,UNIVERSIDAD DE ANTIOQUIA,,,,,,,,,,,,,,NINGUNA,,PROYECTO,UNIVERSIDAD DE ANTIOQUIA,,,,,,,,,,,,,,,,,,,,,,JOHAN BETANCOUR OSORIO,,,EN CURSO,5,MAESTRIAEN INGENIERIA MECANICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROY3,FORMACION_RH,VINCULACION DE ESTUDIONTE DE MAESTRIA,NINGUNA,,PROYECTO,UNIVERSIDAD DE ANTIOQUIA,,,,,,,,,,,,,,NINGUNA,,PROYECTO,UNIVERSIDAD DE ANTIOQUIA,,,,,,,,,,,,,,,,,,,,,,LUIS ANTONIO GALLO JARAMILLO,,,EN CURSO,5,MAESTRIAEN INGENIERIA MECANICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROY8,FORMACION_RH,VINCULACION DE ESTUDIONTE DE MAESTRIA,NINGUNA,,PROYECTO,UNIVERSIDAD DE LA SABANA,,,,,,,,,,,,,,NINGUNA,,PROYECTO,UNIVERSIDAD DE LA SABANA,,,,,,,,,,,,,,,,,,,,,,SANTIAGO ORTIZ LAVERDE,,,EN CURSO,5,MAESTRIAEN DISE¤O Y GESTION DE PROCESOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROY4,FORMACION_RH,VINCULACION DE ESTUDIONTE DE MAESTRIA,NINGUNA,,PROYECTO,UNIVERSIDAD DE ANTIOQUIA,,,,,,,,,,,,,,NINGUNA,,PROYECTO,UNIVERSIDAD DE ANTIOQUIA,,,,,,,,,,,,,,,,,,,,,,MAURICIO ALBERTO ROQUE MORALES,,,EN CURSO,5,MAESTRIAEN INGENIERIA MECANICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROY15,FORMACION_RH,VINCULACION DE ESTUDIONTE DE PREGRADO,VINCULACION DE ESTUDIONTE DE DOCTORADO,FORMACION DE ESTUDIONTE DE DOCTORADO,VINCULACION DE ESTUDIONTE DE MAESTRIA,FORMACION DE ESTUDIONTE DE MAESTRIA,VINCULACION DE ESTUDIONTE DE PREGRADO,FORMACION DE ESTUDIONTE DE PREGRADO,JOVEN INVESTIGADOR,PASANTIA NACIONAL,PASANTIA INTERNACIONAL,OTRO,,,,,,,,NINGUNA,,PROYECTO,UNIVERSIDAD DE ANTIOQUIA,,,,,,,,,,,,,,,,,,,,,,ANDREA CUERVO GOMEZ,,,EN CURSO,5,INGENIERIA AMBIENTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROY4,APROPIACION,PONENCIA,PONENCIA,EVENTO CIONTIFICO,CARTILLA,"CURSO DE CAPACITACION, SEMINARIO O TALLER",SOCIALIZACION DE RESULTADOS A ACTORES DEL SECTOR,ARTICULACION DE REDES DE CONOCIMIONTO,CIRCULACION DE CONOCIMIONTO ESPECIALIZADO - BOLETINES,,,,,,,,,,,NINGUNA,,PROYECTO,UNIVERSIDAD DE ANTIOQUIA,,,,,,,,,,,,,NINGUNA,,OBLIGATORIO,,,,,,,IV CONGRESO COLOMBIANO DE ELECTROQUIMICA,HTTPS://DRIVE.GOOGLE.COM/FILE/D/1P5CW_USPF2EVULBQ_VHQZ50C5C1XQ248/VIEW?USP=SHARING,,,6,ESTUDIO DE LA GEOMETRIA Y EL R‚GIMEN DE FLUJO EN EL DESEMPE¤O DE UN ELECTROLIZADOR ALCALINO,,CARTAGENA OCAMPO SANTIAGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IV CONGRESO COLOMBIANO DE ELECTROQUIMICA,
PROY4,APROPIACION,PONENCIA,PONENCIA,EVENTO CIONTIFICO,CARTILLA,"CURSO DE CAPACITACION, SEMINARIO O TALLER",SOCIALIZACION DE RESULTADOS A ACTORES DEL SECTOR,ARTICULACION DE REDES DE CONOCIMIONTO,CIRCULACION DE CONOCIMIONTO ESPECIALIZADO - BOLETINES,,,,,,,,,,,NINGUNA,,PROYECTO,"UNIVERSIDAD DE ANTIOQUIA, UTCH",,,,,,,,,,,,,NINGUNA,,OBLIGATORIO,,,,,,,IV CONGRESO COLOMBIANO DE ELECTROQUIMICA,HTTPS://DRIVE.GOOGLE.COM/FILE/D/1DWVGBLGFXQKVA_0ZS6BU9YNDWAU-Y021/VIEW?USP=SHARING,,,6,?XIDOS MET LICOS MIXTOS PARA BATERIAS DE IONES DE LITIO DE ALTO VOLTAJE: UNA EVALUACION DE PROPIEDADES ELECTROQUIMICAS Y ESTRUCTURALES,,AGUDELO ARIAS HECTOR DAVID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IV CONGRESO COLOMBIANO DE ELECTROQUIMICA,
PROY4,APROPIACION,PONENCIA,PONENCIA,EVENTO CIONTIFICO,CARTILLA,"CURSO DE CAPACITACION, SEMINARIO O TALLER",SOCIALIZACION DE RESULTADOS A ACTORES DEL SECTOR,ARTICULACION DE REDES DE CONOCIMIONTO,CIRCULACION DE CONOCIMIONTO ESPECIALIZADO - BOLETINES,,,,,,,,,,,NINGUNA,,PROYECTO,UNIVERSIDAD DE ANTIOQUIA,,,,,,,,,,,,,NINGUNA,,OBLIGATORIO,,,,,,,IV CONGRESO COLOMBIANO DE ELECTROQUIMICA,HTTPS://DRIVE.GOOGLE.COM/FILE/D/1D-K-DNLPAC4YABEIAYGYSSXUXO7YNB4R/VIEW?USP=SHARING,,,6,ELECTRODO NOVEDOSO A BASE DEL COMPUESTO HIBRIDO CH3NH3NICL3 PARA BATERIAS DE ION LITIO,,LILIONA TRINIDAD LOPEZ C.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IV CONGRESO COLOMBIANO DE ELECTROQUIMICA,
PROY4,APROPIACION,PONENCIA,PONENCIA,EVENTO CIONTIFICO,CARTILLA,"CURSO DE CAPACITACION, SEMINARIO O TALLER",SOCIALIZACION DE RESULTADOS A ACTORES DEL SECTOR,ARTICULACION DE REDES DE CONOCIMIONTO,CIRCULACION DE CONOCIMIONTO ESPECIALIZADO - BOLETINES,,,,,,,,,,,NINGUNA,,PROYECTO,UNIVERSIDAD DE ANTIOQUIA,,,,,,,,,,,,,NINGUNA,,OBLIGATORIO,,,,,,,IV CONGRESO COLOMBIANO DE ELECTROQUIMICA,HTTPS://DRIVE.GOOGLE.COM/FILE/D/1IEHZE9EQUU76-LL9RCGAQ0VLTGOF5N0H/VIEW?USP=SHARING,,,6,"EVALUACION ELECTROQUIMICA DE LA ESPINELA LION1,8TI2O4 N-GRAFENO COMO POTENCIAL C TODO PARA BATERIAS DE ION-LI",,NERLY LILION MOSQUERA MOSQUERA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IV CONGRESO COLOMBIANO DE ELECTROQUIMICA,
PROY4,APROPIACION,PONENCIA,PONENCIA,EVENTO CIONTIFICO,CARTILLA,"CURSO DE CAPACITACION, SEMINARIO O TALLER",SOCIALIZACION DE RESULTADOS A ACTORES DEL SECTOR,ARTICULACION DE REDES DE CONOCIMIONTO,CIRCULACION DE CONOCIMIONTO ESPECIALIZADO - BOLETINES,,,,,,,,,,,NINGUNA,,PROYECTO,UNIVERSIDAD DE ANTIOQUIA,,,,,,,,,,,,,NINGUNA,,OBLIGATORIO,,,,,,,ONLINE NANOGE FALL MEETING 20,HTTPS://DRIVE.GOOGLE.COM/FILE/D/1S52HSM97EQUZWB_JU-PFXK98PSZVORC1/VIEW?USP=SHARING,,,6,MEASURING ACCURATELY AND REPRODUCIBLY INTERFACIAL CHARGE TRANSFER EFFICIONCIES IN PHOTO-ELECTRODES - AN EXPERIMENTAL APPROACH,,BEDOYA LORA FRANKY ESTEBAN,UNIVERSIDAD DE ANTIOQUIA,CIDEMAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONLINE NANOGE FALL MEETING 20,
PROY4,APROPIACION,PONENCIA,PONENCIA,EVENTO CIONTIFICO,CARTILLA,"CURSO DE CAPACITACION, SEMINARIO O TALLER",SOCIALIZACION DE RESULTADOS A ACTORES DEL SECTOR,ARTICULACION DE REDES DE CONOCIMIONTO,CIRCULACION DE CONOCIMIONTO ESPECIALIZADO - BOLETINES,,,,,,,,,,,NINGUNA,,PROYECTO,UNIVERSIDAD DE ANTIOQUIA,,,,,,,,,,,,,NINGUNA,,OBLIGATORIO,,,,,,,71ST ANNUAL MEETING OF THE INTERNATIONAL SOCIETY OF ELECTROCHEMISTRY,HTTPS://DRIVE.GOOGLE.COM/FILE/D/1UWI9KBEKXOHSKJA0QDKVRTM1YEKAUK4R/VIEW?USP=SHARING,,,6,UNRAVELLING THE CAPACITY FADING ENIGMA OF SPINEL LIXMN2-YTIYO4 BY USING DISTRIBUTION OF RELAXATION TIMES (DRT),,BEDOYA LORA FRANKY ESTEBAN,UNIVERSIDAD DE ANTIOQUIA,CIDEMAT,FERLEY A. VASQUEZ,UNIVERSIDAD DE ANTIOQUIA,CIDEMAT,JORGE ANDRES CALDERON GUTIERREZ,UNIVERSIDAD DE ANTIOQUIA,CIDEMAT,VASQUEZ SALGADO VICTORIA ANDREA,UNIVERSIDAD DE ANTIOQUIA,CIDEMAT,NERLY LILION MOSQUERA MOSQUERA,UNIVERSIDAD DE ANTIOQUIA,CIDEMAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,71ST ANNUAL MEETING OF THE INTERNATIONAL SOCIETY OF ELECTROCHEMISTRY,
PROY8,NUEVO_CONOCIMIONTO,ARTICULO A1,ARTICULO A1,ARTICULO A2,ARTICULO B,ARTICULO C,CAPITULO DE LIBRO A,CAPITULO DE LIBRO A1,CAPITULO DE LIBRO B,LIBRO A,LIBRO A1,LIBRO B,SOLICITUD PATENTE DE INVENCION Y-O MODELO DE UTITLIDAD,PATENTE DE INVENCION,PATENTE DE MODELO DE UTILIDAD,ARTICULO SIN CLASIFICAR,CAPITULO SIN CLASIFICAR,,,NINGUNA,,PROYECTO,UNIVERSIDAD DE LA SABANA,,,,,,,,,,,,,NINGUNA,,OBLIGATORIO,4,1,1,1,1,1,HTTPS://DOI.ORG/10.1016/J.HELIYON.2020.E05772,HTTPS://DRIVE.GOOGLE.COM/FILE/D/1JFRJ4UHHD71PR8KXB30Q88_SW7G_KEVI/VIEW?USP=SHARING,,,6,"PROPOSAL OF AN OPEN-SOURCE COMPUTATIONAL TOOLBOX FOR SOLVING PDES IN THE
CONTEXT OF CHEMICAL REACTION ENGINEERING USING FENICS AND
COMPLEMENTARY COMPONENTS",,SANTIAGO ORTIZ LAVERDE,UNIVERSIDAD DE LA SABANA,ENERGY,CAMILO RENGIFO,UNIVERSIDAD DE LA SABANA,"DEPARTAMENTO DE MATEMATICAS, FISICA Y ESTADISTICA",MARTHA COBO,UNIVERSIDAD DE LA SABANA,ENERGY,MANUEL FIGUEREDO,UNIVERSIDAD DE LA SABANA,ENERGY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HELIYON,2.85
PROY8,NUEVO_CONOCIMIONTO,ARTICULO A1,ARTICULO A1,ARTICULO A2,ARTICULO B,ARTICULO C,CAPITULO DE LIBRO A,CAPITULO DE LIBRO A1,CAPITULO DE LIBRO B,LIBRO A,LIBRO A1,LIBRO B,SOLICITUD PATENTE DE INVENCION Y-O MODELO DE UTITLIDAD,PATENTE DE INVENCION,PATENTE DE MODELO DE UTILIDAD,ARTICULO SIN CLASIFICAR,CAPITULO SIN CLASIFICAR,,,NINGUNA,,PROYECTO,UNIVERSIDAD DE ANTIOQUIA,,,,,,,,,,,,,NINGUNA,,OBLIGATORIO,5,1,1,1,1,1,HTTPS://DOI.ORG/10.1016/J.RENENE.2020.12.086,HTTPS://DRIVE.GOOGLE.COM/FILE/D/19P3Z31XM9IKCI1UVHJTZQA7GHFSHDKTL/VIEW?USP=SHARING,,,6,"PRE-HYDROGENATION STAGE AS A STRATEGY TO IMPROVE THE CONTINUOUS
PRODUCTION OF A DIESEL-LIKE BIOFUEL FROM PALM OIL",,JUAN I. DEL RIO,UNIVERSIDAD DE ANTIOQUIA,GRUPO PROCESOS QUIMICOS INDUSTRIALES,PEREZ CABRERA WILLIAM ALFREDO,UNIVERSIDAD DE ANTIOQUIA,GRUPO PROCESOS QUIMICOS INDUSTRIALES,FERNANDO CARDENO,UNIVERSIDAD DE ANTIOQUIA,GRUPO PROCESOS QUIMICOS INDUSTRIALES,JAMES ALBERTO MARIN GOMEZ,UNIVERSIDAD DE ANTIOQUIA,GRUPO PROCESOS QUIMICOS INDUSTRIALES,LUIS ALBERTO RIOS,UNIVERSIDAD DE ANTIOQUIA,GRUPO PROCESOS QUIMICOS INDUSTRIALES,,,,,,,,,,,,,,,,,,,,,,,,,,,,RENEWABLE ENERGY,5.44
PROY12,FORMACION_RH,VINCULACION DE ESTUDIONTE DE PREGRADO,VINCULACION DE ESTUDIONTE DE DOCTORADO,FORMACION DE ESTUDIONTE DE DOCTORADO,VINCULACION DE ESTUDIONTE DE MAESTRIA,FORMACION DE ESTUDIONTE DE MAESTRIA,VINCULACION DE ESTUDIONTE DE PREGRADO,FORMACION DE ESTUDIONTE DE PREGRADO,JOVEN INVESTIGADOR,PASANTIA NACIONAL,PASANTIA INTERNACIONAL,OTRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,ANDRES FELIPE GARZON,,,EN CURSO,6,INGENIERIA MECANICA UNIVERSIDAD DE ANTIOQUIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROY12,FORMACION_RH,VINCULACION DE ESTUDIONTE DE PREGRADO,VINCULACION DE ESTUDIONTE DE DOCTORADO,FORMACION DE ESTUDIONTE DE DOCTORADO,VINCULACION DE ESTUDIONTE DE MAESTRIA,FORMACION DE ESTUDIONTE DE MAESTRIA,VINCULACION DE ESTUDIONTE DE PREGRADO,FORMACION DE ESTUDIONTE DE PREGRADO,JOVEN INVESTIGADOR,PASANTIA NACIONAL,PASANTIA INTERNACIONAL,OTRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,JUAN PABLO BUITRAGO,,,EN CURSO,6,INGENIERIA MECANICA UNIVERSIDAD DE ANTIOQUIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROY13,NUEVO_CONOCIMIONTO,ARTICULO A1,ARTICULO A1,ARTICULO A2,ARTICULO B,ARTICULO C,CAPITULO DE LIBRO A,CAPITULO DE LIBRO A1,CAPITULO DE LIBRO B,LIBRO A,LIBRO A1,LIBRO B,SOLICITUD PATENTE DE INVENCION Y-O MODELO DE UTITLIDAD,PATENTE DE INVENCION,PATENTE DE MODELO DE UTILIDAD,ARTICULO SIN CLASIFICAR,CAPITULO SIN CLASIFICAR,,,NINGUNA,,PROYECTO,UNIVERSIDAD DE ANTIOQUIA,,,,,,,,,,,,UNIMINUTO,NINGUNA,,OBLIGATORIO,5,3,2,1,2,1,HTTPS://DOI.ORG/10.3390/APP11041873,HTTPS://DRIVE.GOOGLE.COM/FILE/D/1LCQYUXSPLPVW6YIZUR19EAQMPRAV8RWT/VIEW?USP=SHARING,,,6,A SLIDING SURFACE FOR CONTROLLING A SEMI-BRIDGELESS BOOST CONVERTER WITH POWER FACTOR CORRECTION AND ADAPTIVE HYSTERESIS BAND,,JOSE ROBINSON ORTIZ CASTRILLON,UNIVERSIDAD DE ANTIOQUIA,GIMEL,GABRIEL EDUARDO MEJIA RUIZ,CORPORACION UNIVERSITARIA MINUTO DE DIOS,I2,NICOLAS MUNOZ GALEANO,UNIVERSIDAD DE ANTIOQUIA,GIMEL,JESUS MARIA LOPEZ LEZAMA,UNIVERSIDAD DE ANTIOQUIA,GIMEL,JUAN BERNARDO CANO QUINTERO,UNIVERSIDAD DE ANTIOQUIA,GIMEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,APPLIED SCIENCES,2.84
PROY13,NUEVO_CONOCIMIONTO,ARTICULO A2,ARTICULO A1,ARTICULO A2,ARTICULO B,ARTICULO C,CAPITULO DE LIBRO A,CAPITULO DE LIBRO A1,CAPITULO DE LIBRO B,LIBRO A,LIBRO A1,LIBRO B,SOLICITUD PATENTE DE INVENCION Y-O MODELO DE UTITLIDAD,PATENTE DE INVENCION,PATENTE DE MODELO DE UTILIDAD,ARTICULO SIN CLASIFICAR,CAPITULO SIN CLASIFICAR,,,NINGUNA,,PROYECTO,UNIVERSIDAD DE ANTIOQUIA,,,,,,,,,,,,,NINGUNA,,ADICIONAL,3,3,1,1,1,1,"IEEE LATIN AMERICA TRANSACTIONS, VOL. 18, NO. 10, OCTOBER 2020",HTTPS://DRIVE.GOOGLE.COM/FILE/D/15BP4CKDY_WB_EW4A2IR-0ILU4GCWLT3T/VIEW?USP=SHARING,,,6,"PROTECTION COORDINATION IN MICROGRIDS: CURRENT WEAKNESSES, AVAILABLE SOLUTIONS AND FUTURE CHALLENGES",,SERGIO DANILO SALDARRIAGA ZULUAGA,UNIVERSIDAD DE ANTIOQUIA,GIMEL,JESUS MARIA LOPEZ LEZAMA,UNIVERSIDAD DE ANTIOQUIA,GIMEL,NICOLAS MUNOZ GALEANO,UNIVERSIDAD DE ANTIOQUIA,GIMEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IEEE LATIN AMERICA TRANSACTIONS,0.78
PROY8,NUEVO_CONOCIMIONTO,ARTICULO A1,ARTICULO A1,ARTICULO A2,ARTICULO B,ARTICULO C,CAPITULO DE LIBRO A,CAPITULO DE LIBRO A1,CAPITULO DE LIBRO B,LIBRO A,LIBRO A1,LIBRO B,SOLICITUD PATENTE DE INVENCION Y-O MODELO DE UTITLIDAD,PATENTE DE INVENCION,PATENTE DE MODELO DE UTILIDAD,ARTICULO SIN CLASIFICAR,CAPITULO SIN CLASIFICAR,,,NINGUNA,,PROYECTO,UNIVERSIDAD DE ANTIOQUIA,,,,,,,,,,,,,NINGUNA,,OBLIGATORIO,6,1,1,1,1,1,HTTPS://DOI.ORG/10.1016/J.SETA.2021.101072,HTTPS://DRIVE.GOOGLE.COM/FILE/D/1S-BE4JVHSA5SIBGPK2WR7VSDCQQXO1_A/VIEW?USP=SHARING,,,6,VALORIZATION OF BANANA RESIDUES VIA GASIFICATION COUPLED WITH ELECTRICITY GENERATION,,CARDONA VILLEGAS SANDRA MARIA,UNIVERSIDAD DE ANTIOQUIA,GRUPO PROCESOS QUIMICOS INDUSTRIALES,OROZCO VARGAS LAURA MARCELA,UNIVERSIDAD DE ANTIOQUIA,GRUPO PROCESOS QUIMICOS INDUSTRIALES,CLAUDIA L. GOMEZ,UNIVERSIDAD DE ANTIOQUIA,GRUPO PROCESOS QUIMICOS INDUSTRIALES,WILSON A. SOLIS,UNIVERSIDAD DE ANTIOQUIA,INGENIERIA AGROPECUARIA,JORGE A. VELASQUEZ,UNIVERSIDAD DE ANTIOQUIA,GRUPO PROCESOS QUIMICOS INDUSTRIALES,LUIS ALBERTO RIOS,UNIVERSIDAD DE ANTIOQUIA,GRUPO PROCESOS QUIMICOS INDUSTRIALES,,,,,,,,,,,,,,,,,,,,,,,,,SUSTAINABLE ENERGY TECHNOLOGIES AND ASSESSMENTS,5.35
